Gage_Displacement_NodeSet:0,Gage_Displacement_NodeSet:1,Gage_Displacement_NodeSet:2,Reaction_Force:0,Reaction_Force:1,Reaction_Force:2
-5.38564e-006,-1.06153e-006,-9.87495e-007,0.000434366,4.24473e-007,-1.36607e-007
-5.50804e-006,-1.08201e-006,-1.02411e-006,0.000441161,1.84718e-007,-1.3478e-007
-5.63044e-006,-1.10661e-006,-1.06e-006,0.000446864,-1.69982e-008,-1.32498e-007
-5.75285e-006,-1.1355e-006,-1.09511e-006,0.000451112,-1.63758e-007,-1.30258e-007
-5.87525e-006,-1.16856e-006,-1.13372e-006,0.000453638,-2.42928e-007,-1.28555e-007
-5.99765e-006,-1.20543e-006,-1.19837e-006,0.000454298,-2.47105e-007,-1.27845e-007
-6.12005e-006,-1.24552e-006,-1.26401e-006,0.000453067,-1.74653e-007,-1.28516e-007
-6.24245e-006,-1.2881e-006,-1.33051e-006,0.000450047,-2.98133e-008,-1.30858e-007
-6.36485e-006,-1.33234e-006,-1.39772e-006,0.000445444,1.77639e-007,-1.35049e-007
-6.48725e-006,-1.37731e-006,-1.4655e-006,0.000439551,4.33139e-007,-1.41147e-007
-6.60965e-006,-1.42205e-006,-1.5337e-006,0.000432722,7.18434e-007,-1.49092e-007
-6.73205e-006,-1.46559e-006,-1.60218e-006,0.000425337,1.01295e-006,-1.58714e-007
-6.85445e-006,-1.50699e-006,-1.67078e-006,0.000417778,1.29532e-006,-1.69748e-007
-6.97685e-006,-1.54537e-006,-1.73936e-006,0.000410393,1.54499e-006,-1.81856e-007
-7.09926e-006,-1.57995e-006,-1.80777e-006,0.000403476,1.74371e-006,-1.94651e-007
-7.22166e-006,-1.61012e-006,-1.87589e-006,0.00039725,1.87686e-006,-2.07718e-007
-7.34406e-006,-1.63546e-006,-1.94357e-006,0.000391852,1.93457e-006,-2.2064e-007
-7.46646e-006,-1.6558e-006,-2.0107e-006,0.000387333,1.91241e-006,-2.33018e-007
-7.58886e-006,-1.67126e-006,-2.07719e-006,0.000383666,1.81167e-006,-2.44491e-007
-7.71126e-006,-1.68225e-006,-2.14293e-006,0.000380754,1.63931e-006,-2.54747e-007
-7.83366e-006,-1.68949e-006,-2.20786e-006,0.000378449,1.40741e-006,-2.63536e-007
-7.95606e-006,-1.69397e-006,-2.27193e-006,0.000376576,1.1323e-006,-2.70674e-007
-8.07846e-006,-1.69691e-006,-2.33509e-006,0.000374958,8.33342e-007,-2.76051e-007
-8.20086e-006,-1.69968e-006,-2.39731e-006,0.000373432,5.31555e-007,-2.79628e-007
-8.32327e-006,-1.70368e-006,-2.45858e-006,0.000371879,2.48073e-007,-2.81434e-007
-8.44567e-006,-1.71024e-006,-2.5189e-006,0.000370228,2.63873e-009,-2.81562e-007
-8.56807e-006,-1.72053e-006,-2.57827e-006,0.000368476,-1.87804e-007,-2.80164e-007
-8.69047e-006,-1.73542e-006,-2.63668e-006,0.00036668,-3.10301e-007,-2.77437e-007
-8.81287e-006,-1.7554e-006,-2.69417e-006,0.000364956,-3.56778e-007,-2.73618e-007
-8.93527e-006,-1.78057e-006,-2.75072e-006,0.000363467,-3.24571e-007,-2.68967e-007
-9.05767e-006,-1.81059e-006,-2.80638e-006,0.000362402,-2.16557e-007,-2.63756e-007
-9.18007e-006,-1.84471e-006,-2.86114e-006,0.000361957,-4.08751e-008,-2.58255e-007
-9.30247e-006,-1.88186e-006,-2.91505e-006,0.000362309,1.89719e-007,-2.52715e-007
-9.42487e-006,-1.92072e-006,-2.96812e-006,0.000363597,4.58841e-007,-2.47355e-007
-9.54727e-006,-1.95989e-006,-3.02041e-006,0.000365903,7.47712e-007,-2.42352e-007
-9.66968e-006,-1.99798e-006,-3.07195e-006,0.000369237,1.03655e-006,-2.37828e-007
-9.79208e-006,-2.03377e-006,-3.1228e-006,0.000373531,1.30601e-006,-2.33843e-007
-9.91448e-006,-2.06631e-006,-3.17303e-006,0.000378643,1.53862e-006,-2.30396e-007
-1.00369e-005,-2.09504e-006,-3.22272e-006,0.000384364,1.71997e-006,-2.27425e-007
-1.01593e-005,-2.11979e-006,-3.27196e-006,0.000390434,1.83975e-006,-2.24812e-007
-1.02817e-005,-2.14081e-006,-3.32082e-006,0.000396565,1.89245e-006,-2.22401e-007
-1.04041e-005,-2.15875e-006,-3.36939e-006,0.000402464,1.87766e-006,-2.20007e-007
-1.05265e-005,-2.17456e-006,-3.41777e-006,0.000407858,1.80007e-006,-2.17436e-007
-1.06489e-005,-2.18938e-006,-3.46603e-006,0.000412517,1.66905e-006,-2.14507e-007
-1.07713e-005,-2.20448e-006,-3.51425e-006,0.000416271,1.49787e-006,-2.11072e-007
-1.08937e-005,-2.22106e-006,-3.56248e-006,0.000419025,1.30276e-006,-2.07028e-007
-1.10161e-005,-2.24018e-006,-3.61079e-006,0.000420762,1.10162e-006,-2.02338e-007
-1.11385e-005,-2.26545e-006,-3.65922e-006,0.000421537,9.12769e-007,-1.97037e-007
-1.12609e-005,-2.29321e-006,-3.70779e-006,0.00042147,7.5356e-007,-1.91238e-007
-1.13833e-005,-2.32163e-006,-3.75655e-006,0.000420724,6.3915e-007,-1.85128e-007
-1.15057e-005,-2.35382e-006,-3.8055e-006,0.000419488,5.81417e-007,-1.78958e-007
-1.16281e-005,-2.39158e-006,-3.85468e-006,0.000417952,5.88116e-007,-1.73036e-007
-1.17505e-005,-2.43203e-006,-3.90412e-006,0.000416282,6.62335e-007,-1.67701e-007
-1.18729e-005,-2.4743e-006,-3.95383e-006,0.000414608,8.02284e-007,-1.63306e-007
-1.19953e-005,-2.51737e-006,-4.00387e-006,0.000413003,1.00143e-006,-1.60193e-007
-1.21177e-005,-2.56022e-006,-4.05428e-006,0.000411485,1.24895e-006,-1.58672e-007
-1.22401e-005,-2.6019e-006,-4.1051e-006,0.000410013,1.53049e-006,-1.58998e-007
-1.23625e-005,-2.64153e-006,-4.1564e-006,0.000408498,1.82917e-006,-1.61353e-007
-1.24849e-005,-2.67839e-006,-4.20822e-006,0.000406817,2.12675e-006,-1.65837e-007
-1.26073e-005,-2.71194e-006,-4.26063e-006,0.000404836,2.40486e-006,-1.72454e-007
-1.27297e-005,-2.7418e-006,-4.31367e-006,0.000402427,2.6463e-006,-1.81114e-007
-1.28521e-005,-2.76777e-006,-4.36739e-006,0.000399489,2.83621e-006,-1.91633e-007
-1.29745e-005,-2.79311e-006,-4.42181e-006,0.000395969,2.96309e-006,-2.03745e-007
-1.30969e-005,-2.83119e-006,-4.47695e-006,0.00039187,3.01956e-006,-2.17114e-007
-1.32193e-005,-2.86675e-006,-4.53284e-006,0.000387254,3.00293e-006,-2.3135e-007
-1.33417e-005,-2.899e-006,-4.58945e-006,0.000382247,2.91532e-006,-2.46028e-007
-1.34641e-005,-2.92731e-006,-4.64678e-006,0.000377021,2.76356e-006,-2.60713e-007
-1.35865e-005,-2.95127e-006,-4.70481e-006,0.000371783,2.55873e-006,-2.74977e-007
-1.37089e-005,-2.97074e-006,-4.76353e-006,0.000366754,2.31533e-006,-2.88424e-007
-1.38313e-005,-2.98595e-006,-4.82291e-006,0.000362146,2.05038e-006,-3.00707e-007
-1.39537e-005,-2.99749e-006,-4.88293e-006,0.000358146,1.78218e-006,-3.11545e-007
-1.40761e-005,-3.00627e-006,-4.94359e-006,0.000354892,1.52903e-006,-3.20739e-007
-1.41985e-005,-3.01352e-006,-5.00487e-006,0.000352464,1.30802e-006,-3.28176e-007
-1.43209e-005,-3.02063e-006,-5.06679e-006,0.000350881,1.13378e-006,-3.33841e-007
-1.44433e-005,-3.02909e-006,-5.12934e-006,0.0003501,1.0175e-006,-3.37807e-007
-1.45657e-005,-3.04028e-006,-5.19253e-006,0.000350025,9.66113e-007,-3.4024e-007
-1.46881e-005,-3.0554e-006,-5.25637e-006,0.000350524,9.81858e-007,-3.41378e-007
-1.48105e-005,-3.07531e-006,-5.32086e-006,0.000351445,1.06212e-006,-3.41522e-007
-1.49329e-005,-3.10045e-006,-5.38598e-006,0.000352638,1.19966e-006,-3.41011e-007
-1.50553e-005,-3.13075e-006,-5.45172e-006,0.000353975,1.38315e-006,-3.40205e-007
-1.51777e-005,-3.16566e-006,-5.51804e-006,0.000355365,1.59802e-006,-3.39451e-007
-1.53001e-005,-3.20419e-006,-5.5849e-006,0.000356763,1.82759e-006,-3.39065e-007
-1.54225e-005,-3.24503e-006,-5.65224e-006,0.000358176,2.05429e-006,-3.39304e-007
-1.55449e-005,-3.28661e-006,-5.71998e-006,0.000359661,2.26098e-006,-3.40346e-007
-1.56673e-005,-3.32735e-006,-5.78805e-006,0.000361312,2.43228e-006,-3.42274e-007
-1.57897e-005,-3.36577e-006,-5.85637e-006,0.000363249,2.55567e-006,-3.45067e-007
-1.59121e-005,-3.40068e-006,-5.92485e-006,0.000365594,2.62249e-006,-3.48598e-007
-1.60345e-005,-3.43128e-006,-5.99341e-006,0.000368456,2.62856e-006,-3.5264e-007
-1.61569e-005,-3.45723e-006,-6.06197e-006,0.000371908,2.57452e-006,-3.56886e-007
-1.62793e-005,-3.47873e-006,-6.13047e-006,0.000375977,2.46573e-006,-3.60966e-007
-1.64017e-005,-3.49644e-006,-6.19886e-006,0.000380628,2.31189e-006,-3.64479e-007
-1.65241e-005,-3.5114e-006,-6.26709e-006,0.000385765,2.12625e-006,-3.67027e-007
-1.66465e-005,-3.52493e-006,-6.33513e-006,0.000391236,1.92464e-006,-3.68249e-007
-1.67689e-005,-3.53846e-006,-6.40293e-006,0.000396841,1.72419e-006,-3.67854e-007
-1.68913e-005,-3.55334e-006,-6.47048e-006,0.000402348,1.54203e-006,-3.65654e-007
-1.70137e-005,-3.57074e-006,-6.53776e-006,0.000407517,1.39399e-006,-3.6158e-007
-1.71361e-005,-3.59147e-006,-6.60473e-006,0.000412116,1.29338e-006,-3.55703e-007
-1.72585e-005,-3.61594e-006,-6.67137e-006,0.000415947,1.24995e-006,-3.48232e-007
-1.73809e-005,-3.64408e-006,-6.73764e-006,0.000418857,1.26918e-006,-3.39508e-007
-1.75033e-005,-3.6754e-006,-6.80351e-006,0.000420755,1.35189e-006,-3.29983e-007
-1.76257e-005,-3.70909e-006,-6.86892e-006,0.000421614,1.49412e-006,-3.20194e-007
-1.77481e-005,-3.74406e-006,-6.93385e-006,0.000421473,1.68752e-006,-3.10723e-007
-1.78705e-005,-3.77913e-006,-6.99825e-006,0.000420427,1.91995e-006,-3.02159e-007
-1.79929e-005,-3.8132e-006,-7.06207e-006,0.000418616,2.17643e-006,-2.95056e-007
-1.81153e-005,-3.8453e-006,-7.12528e-006,0.000416207,2.44025e-006,-2.8989e-007
-1.82377e-005,-3.87479e-006,-7.18786e-006,0.000413376,2.69422e-006,-2.87028e-007
-1.83601e-005,-3.90135e-006,-7.24979e-006,0.000410292,2.92194e-006,-2.86696e-007
-1.84825e-005,-3.92503e-006,-7.31106e-006,0.000407098,3.10903e-006,-2.8897e-007
-1.86049e-005,-3.9462e-006,-7.37166e-006,0.000403905,3.24409e-006,-2.93764e-007
-1.87273e-005,-3.96547e-006,-7.43161e-006,0.000400779,3.31957e-006,-3.00844e-007
-1.88497e-005,-3.98357e-006,-7.49091e-006,0.000397746,3.33222e-006,-3.09841e-007
-1.89721e-005,-4.00127e-006,-7.54956e-006,0.000394794,3.28329e-006,-3.2028e-007
-1.90945e-005,-4.01918e-006,-7.60758e-006,0.000391881,3.17838e-006,-3.31615e-007
-1.9217e-005,-4.03773e-006,-7.66496e-006,0.000388951,3.02697e-006,-3.43267e-007
-1.93394e-005,-4.05704e-006,-7.72169e-006,0.000385945,2.84169e-006,-3.54665e-007
-1.94618e-005,-4.07696e-006,-7.77776e-006,0.000382814,2.63735e-006,-3.65282e-007
-1.95842e-005,-4.09705e-006,-7.83315e-006,0.000379532,2.42986e-006,-3.74667e-007
-1.97066e-005,-4.11666e-006,-7.88781e-006,0.000376105,2.23508e-006,-3.82475e-007
-1.9829e-005,-4.13508e-006,-7.94171e-006,0.000372574,2.06764e-006,-3.88479e-007
-1.99514e-005,-4.15161e-006,-7.99481e-006,0.000369014,1.93998e-006,-3.92581e-007
-2.00738e-005,-4.17084e-006,-8.04706e-006,0.000365532,1.86142e-006,-3.94811e-007
-2.01962e-005,-4.19545e-006,-8.09841e-006,0.000362258,1.83759e-006,-3.95317e-007
-2.03186e-005,-4.21414e-006,-8.14883e-006,0.000359334,1.87001e-006,-3.94351e-007
-2.0441e-005,-4.22644e-006,-8.1983e-006,0.000356906,1.95607e-006,-3.9224e-007
-2.05634e-005,-4.23258e-006,-8.24677e-006,0.000355107,2.08923e-006,-3.89369e-007
-2.06858e-005,-4.23346e-006,-8.29423e-006,0.000354049,2.25952e-006,-3.86146e-007
-2.08082e-005,-4.23056e-006,-8.34067e-006,0.000353817,2.45427e-006,-3.8298e-007
-2.09306e-005,-4.2257e-006,-8.38608e-006,0.00035446,2.65905e-006,-3.80252e-007
-2.1053e-005,-4.2289e-006,-8.43046e-006,0.000355993,2.85871e-006,-3.78294e-007
-2.11754e-005,-4.24407e-006,-8.47378e-006,0.000358391,3.03845e-006,-3.77369e-007
-2.12978e-005,-4.26326e-006,-8.51605e-006,0.000361599,3.1849e-006,-3.7766e-007
-2.14202e-005,-4.28617e-006,-8.55725e-006,0.000365532,3.2871e-006,-3.79259e-007
-2.15426e-005,-4.31197e-006,-8.59735e-006,0.000370082,3.33729e-006,-3.82163e-007
-2.1665e-005,-4.33935e-006,-8.63636e-006,0.000375125,3.3315e-006,-3.86278e-007
-2.17874e-005,-4.36664e-006,-8.67423e-006,0.000380526,3.26984e-006,-3.91424e-007
-2.19098e-005,-4.392e-006,-8.71096e-006,0.000386145,3.15656e-006,-3.97346e-007
-2.20322e-005,-4.41361e-006,-8.74652e-006,0.00039184,2.99978e-006,-4.0373e-007
-2.21546e-005,-4.42987e-006,-8.78091e-006,0.000397473,2.81091e-006,-4.1022e-007
-2.2277e-005,-4.43961e-006,-8.81413e-006,0.000402909,2.60391e-006,-4.16445e-007
-2.23994e-005,-4.44225e-006,-8.84619e-006,0.000408023,2.39428e-006,-4.22034e-007
-2.25218e-005,-4.43785e-006,-8.87712e-006,0.0004127,2.19795e-006,-4.26646e-007
-2.26442e-005,-4.42716e-006,-8.90695e-006,0.000416837,2.03017e-006,-4.29994e-007
-2.27666e-005,-4.41156e-006,-8.93574e-006,0.000420348,1.90434e-006,-4.31862e-007
-2.2889e-005,-4.39291e-006,-8.96352e-006,0.000423164,1.83104e-006,-4.32126e-007
-2.30114e-005,-4.37338e-006,-8.99038e-006,0.000425239,1.81722e-006,-4.30767e-007
-2.31338e-005,-4.36534e-006,-9.01636e-006,0.000426549,1.86567e-006,-4.27877e-007
-2.32562e-005,-4.36004e-006,-9.04154e-006,0.000427098,1.97471e-006,-4.23655e-007
-2.33786e-005,-4.35654e-006,-9.06596e-006,0.000426911,2.13834e-006,-4.18405e-007
-2.3501e-005,-4.35562e-006,-9.08968e-006,0.000426041,2.34655e-006,-4.12513e-007
-2.36234e-005,-4.35754e-006,-9.11273e-006,0.000424558,2.58608e-006,-4.06428e-007
-2.37458e-005,-4.36204e-006,-9.13514e-006,0.000422548,2.84133e-006,-4.00626e-007
-2.38682e-005,-4.36837e-006,-9.15692e-006,0.000420104,3.09547e-006,-3.95583e-007
-2.39906e-005,-4.37544e-006,-9.17809e-006,0.000417319,3.33168e-006,-3.91731e-007
-2.4113e-005,-4.39174e-006,-9.19863e-006,0.000414281,3.53438e-006,-3.89431e-007
-2.42354e-005,-4.41084e-006,-9.21856e-006,0.00041106,3.69036e-006,-3.88934e-007
-2.43578e-005,-4.42721e-006,-9.23787e-006,0.000407708,3.78975e-006,-3.90363e-007
-2.44802e-005,-4.43902e-006,-9.25655e-006,0.000404254,3.82672e-006,-3.9369e-007
-2.46026e-005,-4.4449e-006,-9.2746e-006,0.000400703,3.79994e-006,-3.98735e-007
-2.4725e-005,-4.4441e-006,-9.29203e-006,0.000397042,3.71258e-006,-4.05171e-007
-2.48474e-005,-4.43657e-006,-9.30884e-006,0.000393241,3.57212e-006,-4.12538e-007
-2.49698e-005,-4.42291e-006,-9.32504e-006,0.000389265,3.3897e-006,-4.20276e-007
-2.50922e-005,-4.40433e-006,-9.34063e-006,0.000385081,3.17928e-006,-4.27754e-007
-2.52146e-005,-4.38246e-006,-9.35562e-006,0.000380669,2.95655e-006,-4.34319e-007
-2.5337e-005,-4.3592e-006,-9.37001e-006,0.000376028,2.73772e-006,-4.39339e-007
-2.54594e-005,-4.33651e-006,-9.3838e-006,0.000371185,2.53834e-006,-4.42246e-007
-2.55818e-005,-4.31618e-006,-9.39698e-006,0.000366197,2.37204e-006,-4.42578e-007
-2.57042e-005,-4.30538e-006,-9.40953e-006,0.000361149,2.24959e-006,-4.40011e-007
-2.58266e-005,-4.30855e-006,-9.42142e-006,0.000356153,2.17809e-006,-4.34387e-007
-2.5949e-005,-4.31294e-006,-9.43264e-006,0.00035134,2.16045e-006,-4.25717e-007
-2.60714e-005,-4.31703e-006,-9.44316e-006,0.000346849,2.19525e-006,-4.14192e-007
-2.61938e-005,-4.31921e-006,-9.45296e-006,0.000342817,2.27685e-006,-4.00158e-007
-2.63162e-005,-4.31806e-006,-9.46203e-006,0.000339364,2.39589e-006,-3.84099e-007
-2.64386e-005,-4.31254e-006,-9.47035e-006,0.000336589,2.54003e-006,-3.666e-007
-2.6561e-005,-4.31311e-006,-9.47795e-006,0.000334557,2.6949e-006,-3.48308e-007
-2.66834e-005,-4.32476e-006,-9.48483e-006,0.000333295,2.8452e-006,-3.29882e-007
-2.68058e-005,-4.33556e-006,-9.49103e-006,0.000332795,2.97589e-006,-3.11955e-007
-2.69282e-005,-4.34475e-006,-9.4966e-006,0.000333012,3.07327e-006,-2.95089e-007
-2.70506e-005,-4.35187e-006,-9.50159e-006,0.000333878,3.12603e-006,-2.79735e-007
-2.7173e-005,-4.35677e-006,-9.50606e-006,0.000335303,3.12609e-006,-2.66214e-007
-2.72954e-005,-4.35957e-006,-9.51008e-006,0.000337193,3.06918e-006,-2.54691e-007
-2.74178e-005,-4.36056e-006,-9.51371e-006,0.000339457,2.9552e-006,-2.45173e-007
-2.75402e-005,-4.36013e-006,-9.51702e-006,0.000342015,2.78817e-006,-2.37515e-007
-2.76626e-005,-4.35868e-006,-9.52005e-006,0.00034481,2.57605e-006,-2.31432e-007
-2.7785e-005,-4.35651e-006,-9.52286e-006,0.000347802,2.33013e-006,-2.26528e-007
-2.79074e-005,-4.35381e-006,-9.52549e-006,0.000350975,2.06431e-006,-2.22327e-007
-2.80298e-005,-4.35058e-006,-9.52797e-006,0.000354326,1.79412e-006,-2.18308e-007
-2.81522e-005,-4.34669e-006,-9.53034e-006,0.000357861,1.5357e-006,-2.13948e-007
-2.82746e-005,-4.34188e-006,-9.53264e-006,0.000361581,1.3047e-006,-2.08761e-007
-2.8397e-005,-4.33586e-006,-9.53491e-006,0.000365475,1.11521e-006,-2.02333e-007
-2.85194e-005,-4.32836e-006,-9.53718e-006,0.000369509,9.78825e-007,-1.94355e-007
-2.86418e-005,-4.31921e-006,-9.53952e-006,0.000373617,9.03872e-007,-1.84644e-007
-2.87642e-005,-4.30842e-006,-9.54197e-006,0.000377702,8.94803e-007,-1.73162e-007
-2.88866e-005,-4.29617e-006,-9.54462e-006,0.000381636,9.51904e-007,-1.60015e-007
-2.9009e-005,-4.28285e-006,-9.54753e-006,0.000385263,1.07124e-006,-1.45455e-007
-2.91314e-005,-4.26899e-006,-9.55078e-006,0.000388416,1.24487e-006,-1.29863e-007
-2.92538e-005,-4.25522e-006,-9.55444e-006,0.000390924,1.46137e-006,-1.13721e-007
-2.93762e-005,-4.24215e-006,-9.55857e-006,0.000392632,1.70652e-006,-9.75872e-008
-2.94986e-005,-4.2303e-006,-9.56323e-006,0.000393416,1.96425e-006,-8.20552e-008
-2.9621e-005,-4.21998e-006,-9.56845e-006,0.000393194,2.21765e-006,-6.77149e-008
-2.97434e-005,-4.21122e-006,-9.57423e-006,0.000391941,2.45008e-006,-5.51116e-008
-2.98658e-005,-4.20371e-006,-9.58057e-006,0.000389692,2.64628e-006,-4.47067e-008
-2.99882e-005,-4.19684e-006,-9.5874e-006,0.000386542,2.79338e-006,-3.6843e-008
-3.01106e-005,-4.18969e-006,-9.59468e-006,0.000382642,2.88176e-006,-3.17171e-008
-3.0233e-005,-4.18112e-006,-9.60229e-006,0.000378188,2.9057e-006,-2.93607e-008
-3.03554e-005,-4.16994e-006,-9.61014e-006,0.000373407,2.8638e-006,-2.96317e-008
-3.04778e-005,-4.15497e-006,-9.61808e-006,0.000368537,2.75907e-006,-3.22183e-008
-3.06002e-005,-4.13526e-006,-9.62597e-006,0.000363813,2.59875e-006,-3.66524e-008
-3.07226e-005,-4.11017e-006,-9.63367e-006,0.000359446,2.39382e-006,-4.2336e-008
-3.0845e-005,-4.0795e-006,-9.641e-006,0.000355614,2.15823e-006,-4.85751e-008
-3.09674e-005,-4.04352e-006,-9.64783e-006,0.000352445,1.90797e-006,-5.46217e-008
-3.10898e-005,-4.00302e-006,-9.65397e-006,0.000350021,1.65992e-006,-5.97203e-008
-3.12122e-005,-3.95923e-006,-9.65926e-006,0.000348372,1.43067e-006,-6.31545e-008
-3.13346e-005,-3.9137e-006,-9.66355e-006,0.000347485,1.23535e-006,-6.4293e-008
-3.1457e-005,-3.86822e-006,-9.66665e-006,0.000347313,1.0865e-006,-6.26287e-008
-3.15794e-005,-3.8246e-006,-9.66839e-006,0.000347787,9.93213e-007,-5.78104e-008
-3.17018e-005,-3.78451e-006,-9.66858e-006,0.00034883,9.60454e-007,-4.96638e-008
-3.18242e-005,-3.74932e-006,-9.66704e-006,0.000350368,9.88684e-007,-3.82002e-008
-3.19467e-005,-3.71997e-006,-9.66357e-006,0.000352342,1.07384e-006,-2.36125e-008
-3.20691e-005,-3.69685e-006,-9.65796e-006,0.000354712,1.20762e-006,-6.2592e-009
-3.21915e-005,-3.67983e-006,-9.65004e-006,0.000357465,1.3781e-006,1.3363e-008
-3.23139e-005,-3.6682e-006,-9.6396e-006,0.000360605,1.5706e-006,3.46552e-008
-3.24363e-005,-3.66083e-006,-9.62646e-006,0.000364158,1.76878e-006,5.69583e-008
-3.25587e-005,-3.65621e-006,-9.61048e-006,0.000368157,1.95587e-006,7.95974e-008
-3.26811e-005,-3.65264e-006,-9.59151e-006,0.000372634,2.11585e-006,1.01927e-007
-3.28035e-005,-3.64841e-006,-9.56947e-006,0.000377611,2.23469e-006,1.23368e-007
-3.29259e-005,-3.6419e-006,-9.54428e-006,0.000383092,2.30135e-006,1.43447e-007
-3.30483e-005,-3.63177e-006,-9.51592e-006,0.000389057,2.30862e-006,1.61813e-007
-3.31707e-005,-3.61703e-006,-9.48439e-006,0.000395458,2.25359e-006,1.78257e-007
-3.32931e-005,-3.59711e-006,-9.44975e-006,0.000402221,2.13788e-006,1.92713e-007
-3.34155e-005,-3.57185e-006,-9.41206e-006,0.00040925,1.9675e-006,2.05248e-007
-3.35379e-005,-3.5415e-006,-9.37143e-006,0.000416433,1.75238e-006,2.16048e-007
-3.36603e-005,-3.50663e-006,-9.32797e-006,0.000423653,1.5056e-006,2.2539e-007
-3.37827e-005,-3.46803e-006,-9.2818e-006,0.000430791,1.24246e-006,2.33611e-007
